89.jpg,5,7,23,25,5,39,23,13,9,68,18,12,9,98,18,30,5,127,22,16
,,,,,,,,,,,,,,,,,,,,
91.jpg,14,9,14,18,10,39,18,17,9,69,17,15,8,99,20,19,8,129,16,15
,,,,,,,,,,,,,,,,,,,,
92.jpg,3,10,20,17,3,40,22,18,4,70,19,17,4,99,19,18,4,130,19,18
,,,,,,,,,,,,,,,,,,,,
93.jpg,8,8,15,16,4,39,20,19,3,69,21,15,2,96,16,18,2,129,22,19
,,,,,,,,,,,,,,,,,,,,
94.jpg,9,10,12,13,8,39,15,15,4,69,16,16,4,99,15,17,4,129,19,19
,,,,,,,,,,,,,,,,,,,,
95.jpg,8,10,15,15,5,40,22,20,6,69,20,17,4,94,23,17,5,129,13,13
,,,,,,,,,,,,,,,,,,,,
96.jpg,10,9,16,13,9,38,19,24,5,66,23,20,5,97,23,16,5,129,22,16
,,,,,,,,,,,,,,,,,,,,
97.jpg,6,10,19,16,16,39,12,19,10,70,16,25,11,100,13,25,11,130,16,15
,,,,,,,,,,,,,,,,,,,,
98.jpg,4,10,20,20,4,42,20,17,9,99,17,17,1,114,14,14,11,131,13,14
,,,,,,,,,,,,,,,,,,,,
99.jpg,13,9,15,14,14,40,12,14,5,68,15,17,10,99,16,16,9,129,16,19
,,,,,,,,,,,,,,,,,,,,
100.jpg,9,9,19,14,5,40,13,14,9,68,18,16,5,99,22,15,4,129,18,15
